id,nome,data_inicio,data_termino_planejada,data_termino_real,orcamento_inicial,gerente,status,percentual_conclusao,spi,cpi,mudanca_escopo
PROJ-0148,O conforto de concretizar seus projetos de maneira eficaz,18/03/2025,17/05/2025,12/08/2025,1540480,Ana Sophia Costa,Atrasado,79.50897836774405,0.7950897836774405,0.771411869963631,Sim
PROJ-0149,A arte de concretizar seus projetos com toda a tranquilidade,17/03/2024,24/12/2024,17/06/2024,1263335,Olivia Monteiro,Cancelado,32.692583679126976,0.32692583679126974,0.8123635108343786,Não
PROJ-0150,A certeza de avançar sem preocupação,08/06/2024,17/10/2024,15/03/2025,1496943,Maria Júlia Teixeira,Atrasado,58.65917284289031,0.5865917284289031,0.9469531623142451,Não
PROJ-0151,A segurança de realizar seus sonhos antes de tudo,26/10/2023,15/07/2024,17/06/2024,1398358,Srta. Lunna Vasconcelos,Concluído,100.0,1.021482725692717,1.0975815893714915,Não
PROJ-0152,A simplicidade de ganhar em estado puro,18/03/2025,16/06/2025,05/07/2025,3960779,Rebeca da Paz,Concluído,100.0,0.9863281251754948,1.241446595107613,Não
PROJ-0153,O conforto de mudar mais rapidamente,03/07/2024,14/09/2024,04/09/2024,2813630,Gabriela Vargas,Concluído,100.0,1.0644783032394711,1.1313987575280737,Não
PROJ-0154,A liberdade de inovar antes de tudo,27/07/2024,24/05/2025,07/06/2025,2293428,Dra. Maria Alice Souza,Em andamento,99.9,0.9572462748481946,0.9777806033849995,Sim
PROJ-0155,O conforto de conseguir com toda a tranquilidade,04/11/2024,24/03/2025,03/07/2025,622800,Eduarda Leão,Atrasado,64.44768813330052,0.6444768813330052,0.8076231012963969,Sim
PROJ-0156,A arte de atingir seus objetivos antes de tudo,17/07/2024,18/10/2024,17/10/2024,1176870,Jade Cardoso,Em andamento,81.57440462960734,0.9311170677068076,0.9429333046015266,Sim
PROJ-0157,O conforto de ganhar com toda a tranquilidade,08/12/2024,22/04/2025,22/04/2025,2303748,Arthur Gabriel Souza,Em andamento,82.92699182663968,0.971698694687436,0.8859548095719508,Sim
PROJ-0158,O conforto de evoluir sem preocupação,29/06/2024,03/09/2024,27/09/2024,570287,Antonella Montenegro,Em andamento,91.50072502291987,0.9985323724058711,0.9853046423196838,Não
PROJ-0159,A certeza de mudar em estado puro,12/04/2025,15/11/2025,18/10/2025,4849384,Joaquim Gonçalves,Concluído,100.0,1.0848555352745686,0.9491586673835507,Não
PROJ-0160,O poder de conseguir antes de tudo,02/10/2023,17/08/2024,07/08/2024,3091974,Luiz Miguel da Costa,Concluído,100.0,1.0880128682637968,1.0154513005467727,Não
PROJ-0161,O conforto de ganhar de maneira eficaz,27/11/2024,06/06/2025,08/06/2025,4826212,Natália Oliveira,Em andamento,99.9,1.0412282864891105,0.9937050444183493,Não
PROJ-0162,A arte de realizar seus sonhos antes de tudo,08/10/2023,14/08/2024,29/08/2024,4411685,Leonardo Montenegro,Em andamento,99.9,1.034822178558191,0.8495753512695269,Não
PROJ-0163,O conforto de mudar simplesmente,11/09/2023,16/07/2024,29/07/2024,2988556,Srta. Luna Sampaio,Em andamento,87.47608980876174,0.9582837868054704,1.0484904098924013,Não
PROJ-0164,O conforto de realizar seus sonhos simplesmente,23/10/2024,12/05/2025,01/06/2025,4243025,Fernando Alves,Concluído,100.0,1.0197083150285984,0.9275740508598018,Não
PROJ-0165,A possibilidade de mudar com toda a tranquilidade,07/04/2024,14/02/2025,26/01/2025,2560564,Eduardo Peixoto,Concluído,100.0,1.0652413118260968,0.8752602054069489,Sim
PROJ-0166,A simplicidade de avançar sem preocupação,18/03/2024,07/06/2024,09/06/2024,4971009,Pietro Teixeira,Em andamento,88.73672652400857,1.0106456207559484,0.9158303248363208,Sim
PROJ-0167,O conforto de realizar seus sonhos antes de tudo,05/12/2023,12/02/2024,09/02/2024,4229037,Liam Barbosa,Em andamento,99.9,1.0063838254948514,1.0208983758193904,Sim
PROJ-0168,A certeza de evoluir antes de tudo,20/11/2023,11/03/2024,29/03/2024,1566129,Sra. Maria Laura da Paz,Em andamento,99.9,1.0178017979918106,0.8371384258487031,Não
PROJ-0169,A liberdade de mudar de maneira eficaz,06/07/2024,10/02/2025,30/01/2025,3517185,Benjamin Gonçalves,Em andamento,84.6626841615494,1.0261037170906837,1.1265912044494573,Não
PROJ-0170,A arte de ganhar antes de tudo,05/05/2024,21/12/2024,16/01/2025,3348769,Benjamin Gomes,Em andamento,89.14140712984887,1.035002966904011,0.9191034483891009,Não
PROJ-0171,A simplicidade de atingir seus objetivos com força total,11/12/2024,10/08/2025,06/09/2025,4763732,Catarina Silveira,Em andamento,98.61574567096237,0.8603013002249745,1.1212066399925953,Sim
PROJ-0172,A possibilidade de realizar seus sonhos direto da fonte,13/12/2024,24/04/2025,26/01/2025,2987294,João Gabriel Souza,Cancelado,33.503443673761275,0.33503443673761274,0.6820085315205355,Sim
PROJ-0173,A certeza de inovar sem preocupação,12/07/2024,19/01/2025,29/03/2025,4045688,Sra. Isadora Camargo,Atrasado,85.72618909169908,0.8572618909169908,0.7863347267131202,Sim
PROJ-0174,O prazer de evoluir antes de tudo,14/06/2024,31/01/2025,17/01/2025,3377137,Sr. João Gabriel Souza,Em andamento,88.09429563405722,0.9380540170984973,0.8765993153581225,Não
PROJ-0175,O conforto de mudar com toda a tranquilidade,02/09/2023,12/03/2024,01/04/2024,603545,Isaac Vasconcelos,Em andamento,86.82818369952045,0.9378120379606105,0.9276436816764446,Não
PROJ-0176,A possibilidade de mudar simplesmente,02/11/2023,12/06/2024,20/10/2024,2501020,Esther Sampaio,Atrasado,84.04805328895033,0.8404805328895033,0.8836589913304577,Sim
PROJ-0177,O direito de conseguir com toda a tranquilidade,12/10/2024,04/02/2025,30/06/2025,4766179,Asafe Sales,Atrasado,74.95170850793664,0.7495170850793664,0.7971649044158194,Não
PROJ-0178,O poder de evoluir com força total,15/11/2024,23/05/2025,22/05/2025,652827,Lucca Pires,Em andamento,95.85066903839994,0.9455701973518917,0.9710420545311125,Não
PROJ-0179,A possibilidade de evoluir com força total,19/03/2024,21/12/2024,24/04/2025,4977292,Vinícius Mendonça,Atrasado,84.9022274480133,0.849022274480133,0.7421736316057024,Não
PROJ-0180,O direito de atingir seus objetivos em estado puro,22/06/2024,20/02/2025,20/10/2024,3019160,Sr. João Guilherme Marques,Cancelado,49.6349011155569,0.496349011155569,0.6892970826615484,Não
PROJ-0181,A possibilidade de atingir seus objetivos mais facilmente,31/08/2023,19/07/2024,16/07/2024,3611389,Maria Vitória Ramos,Concluído,100.0,1.0939553008355458,0.9470661621641019,Sim
PROJ-0182,A vantagem de conseguir de maneira eficaz,22/04/2025,23/08/2025,14/09/2025,2749550,José Miguel Farias,Em andamento,67.1677210293144,0.9260074351736324,1.0682871392433604,Não
PROJ-0183,A certeza de inovar com confiança,12/02/2024,12/08/2024,30/07/2024,4916183,Kevin Macedo,Em andamento,99.9,0.8690899132852566,0.967841140910263,Sim
PROJ-0184,A vantagem de conseguir com toda a tranquilidade,20/07/2024,19/02/2025,09/03/2025,3865587,João Felipe Alves,Em andamento,99.9,1.0774573415737028,1.113392550579422,Não
PROJ-0185,O poder de concretizar seus projetos direto da fonte,08/07/2025,06/09/2025,13/09/2025,153140,Eloah Sousa,Em andamento,9.2787565376357,0.9814450462835611,0.9125956861667025,Não
PROJ-0186,A possibilidade de evoluir sem preocupação,02/11/2024,19/07/2025,24/07/2025,1127866,Ana Cecília Rocha,Em andamento,99.43185218411102,0.9226996024387866,1.0468456604738992,Não
PROJ-0187,O poder de concretizar seus projetos de maneira eficaz,12/02/2024,30/08/2024,25/09/2024,2971619,Dra. Maria Julia Nascimento,Em andamento,99.9,1.1336300917879942,0.8851459292609759,Sim
PROJ-0188,O prazer de realizar seus sonhos direto da fonte,15/02/2024,03/02/2025,06/02/2025,3523617,Mariana Azevedo,Em andamento,99.9,0.9607331579706476,0.9162878219466944,Não
PROJ-0189,A liberdade de evoluir simplesmente,05/02/2024,01/08/2024,29/07/2024,1676404,Vitória Albuquerque,Em andamento,99.9,0.9539734020170708,1.0343051664213982,Não
PROJ-0190,A arte de mudar com força total,21/10/2024,28/02/2025,02/03/2025,3853200,Laura Monteiro,Em andamento,83.31028280363375,1.0235691786212258,0.9076294702152619,Não
PROJ-0191,A simplicidade de inovar de maneira eficaz,09/12/2023,05/05/2024,25/05/2024,842647,Dr. Gael Farias,Em andamento,91.71339930668022,0.9070904212565805,0.8464719303297433,Sim
PROJ-0192,O prazer de conseguir simplesmente,10/06/2024,14/09/2024,14/01/2025,530254,Rebeca Peixoto,Atrasado,78.38430520723558,0.7838430520723558,0.783405791057585,Sim
PROJ-0193,A segurança de atingir seus objetivos com força total,16/12/2024,21/11/2025,09/11/2025,1492095,Pedro Henrique Pacheco,Concluído,100.0,1.090986204857507,1.2036795497434332,Não
PROJ-0194,A certeza de realizar seus sonhos sem preocupação,07/04/2024,06/08/2024,26/10/2024,3447433,Dr. Antônio Mendonça,Atrasado,88.97383885883457,0.8897383885883456,0.6768925544778385,Sim
PROJ-0195,A possibilidade de concretizar seus projetos mais facilmente,06/06/2024,19/10/2024,12/11/2024,1646460,Isaac Almeida,Atrasado,60.22534569656218,0.6022534569656218,0.8967138896966091,Não
PROJ-0196,A arte de realizar seus sonhos em estado puro,30/03/2025,13/01/2026,22/01/2026,945628,Gustavo Barbosa,Em andamento,40.97130758367334,1.0543791875046682,1.0625168009044264,Não
PROJ-0197,A certeza de atingir seus objetivos simplesmente,18/07/2024,02/04/2025,14/04/2025,3700865,Rhavi Azevedo,Em andamento,99.9,1.1351192259794722,1.0308840874719183,Não
PROJ-0198,O conforto de avançar com confiança,15/08/2023,21/12/2023,05/01/2024,3643067,Kevin Albuquerque,Atrasado,73.27767680098798,0.7327767680098798,0.7006407675380084,Não
PROJ-0199,O prazer de avançar mais rapidamente,07/09/2024,30/05/2025,08/11/2025,4804485,Maria Cecília Jesus,Atrasado,52.762452106073845,0.5276245210607384,0.7205670622181423,Não
PROJ-0200,O poder de mudar com toda a tranquilidade,15/09/2023,09/05/2024,30/05/2024,1648371,Srta. Clarice Nogueira,Concluído,100.0,1.0793610892527143,0.8654460037079666,Sim
PROJ-0201,A segurança de inovar naturalmente,12/12/2024,16/07/2025,30/06/2025,4535692,Sr. Isaque Martins,Concluído,100.0,1.0930603796565004,1.1382888852704907,Não
PROJ-0202,A segurança de inovar antes de tudo,05/12/2023,31/08/2024,14/09/2024,94583,Nicole Ribeiro,Em andamento,91.3851187475482,1.1432582185810927,0.8669785315366976,Não
PROJ-0203,O prazer de mudar naturalmente,27/07/2023,26/05/2024,11/01/2024,633163,Ana Luiza Melo,Cancelado,55.39937747825864,0.5539937747825864,0.6911837510346928,Não
PROJ-0204,O direito de ganhar mais rapidamente,21/09/2024,25/01/2025,22/02/2025,4474166,Sra. Emanuelly Nogueira,Em andamento,99.9,1.0446748882163417,1.1500243780460682,Não
PROJ-0205,A segurança de concretizar seus projetos simplesmente,05/08/2024,04/11/2024,19/12/2024,2887200,Nina Moraes,Atrasado,65.50790160363464,0.6550790160363463,0.8810182458268541,Não
PROJ-0206,A certeza de inovar naturalmente,16/07/2023,20/12/2023,07/01/2024,856028,Maria Almeida,Em andamento,98.98281570824548,1.106263464838575,0.8712963074453465,Não
PROJ-0207,O direito de ganhar naturalmente,31/07/2023,12/11/2023,04/11/2023,2642772,João Miguel Duarte,Concluído,100.0,1.0287950133106714,0.9331473613938384,Sim
PROJ-0208,A certeza de mudar com força total,06/09/2024,13/02/2025,19/05/2025,1745821,João Castro,Atrasado,55.20007623058931,0.5520007623058931,0.8153268437899295,Sim
PROJ-0209,A segurança de inovar de maneira eficaz,08/05/2025,25/02/2026,15/02/2026,4040705,Otto da Cunha,Concluído,100.0,0.9615066395106097,1.139245513284696,Sim
PROJ-0210,O poder de mudar em estado puro,14/06/2024,14/02/2025,04/07/2025,1297547,Eduarda Araújo,Atrasado,55.98297912033983,0.5598297912033983,0.9013117988090573,Não
PROJ-0211,A arte de conseguir antes de tudo,12/08/2024,30/10/2024,22/11/2024,3964092,Clara Camargo,Em andamento,99.9,1.1411047801419167,1.097306499823269,Não
PROJ-0212,A arte de avançar mais rapidamente,16/04/2024,05/08/2024,29/07/2024,1620195,Isabella Nascimento,Concluído,100.0,1.0282350876637014,0.9141867151529682,Não
PROJ-0213,A segurança de realizar seus sonhos mais facilmente,08/08/2024,13/09/2024,09/10/2024,2843867,Heloísa Oliveira,Em andamento,99.9,1.1238746676807265,0.9072429847721276,Sim
PROJ-0214,A possibilidade de mudar mais facilmente,26/12/2024,27/01/2025,05/02/2025,2375730,Bianca Barros,Em andamento,95.52668440822681,1.0613550914143484,1.2005578746142458,Sim
PROJ-0215,A liberdade de conseguir com confiança,16/01/2024,04/11/2024,17/10/2024,2430470,Thomas Pereira,Concluído,100.0,1.0510802407912343,0.9146223596291856,Não
PROJ-0216,A arte de realizar seus sonhos com toda a tranquilidade,06/08/2023,14/04/2024,10/02/2024,1196034,Lorenzo Cavalcante,Cancelado,74.97491542154958,0.7497491542154958,0.719051704310278,Não
PROJ-0217,A liberdade de evoluir em estado puro,28/08/2024,22/07/2025,24/07/2025,112359,Nathan Garcia,Em andamento,84.29824191788585,0.9213230120266079,1.14359660623719,Sim
PROJ-0218,A arte de inovar de maneira eficaz,15/07/2024,23/11/2024,28/11/2024,3465188,Isadora Moreira,Concluído,100.0,0.9805197285985084,0.8897144699896864,Não
PROJ-0219,A simplicidade de avançar direto da fonte,05/12/2023,16/01/2024,10/07/2024,1629030,Heloísa Silveira,Atrasado,74.44882657408863,0.7444882657408862,0.7444396724068781,Não
PROJ-0220,A vantagem de mudar naturalmente,22/12/2024,03/08/2025,30/08/2025,3472721,Thales Cunha,Atrasado,77.54199289138292,0.8514414905720477,0.7518821424962575,Sim
PROJ-0221,A segurança de ganhar direto da fonte,24/04/2024,27/10/2024,15/11/2024,250590,Manuella Carvalho,Em andamento,99.9,1.1150204062933093,0.9242611925717104,Não
PROJ-0222,A vantagem de mudar em estado puro,30/07/2023,05/02/2024,05/02/2024,2540939,Sr. Thales Gonçalves,Em andamento,90.76096801870551,1.1397424695562106,0.8874293108726977,Sim
PROJ-0223,O prazer de realizar seus sonhos com toda a tranquilidade,19/04/2025,21/09/2025,27/01/2026,2208515,João Vitor Souza,Atrasado,44.933470613974904,0.8098474354844314,0.7483180853616819,Não
PROJ-0224,A arte de ganhar direto da fonte,03/11/2023,07/08/2024,17/08/2024,1114292,Maria Clara Pacheco,Em andamento,81.82582773330306,1.0256260683638097,0.8950469090000224,Não
PROJ-0225,O prazer de inovar simplesmente,19/01/2024,22/11/2024,15/12/2024,553006,Cecilia Ribeiro,Em andamento,98.36526696710023,1.0482108680692626,1.2343090768292053,Não
PROJ-0226,A vantagem de concretizar seus projetos direto da fonte,08/03/2025,25/11/2025,24/10/2025,3647955,Murilo Nogueira,Cancelado,87.93409242211526,1.7999009542651718,0.6866105769031836,Não
PROJ-0227,A simplicidade de mudar simplesmente,28/05/2024,20/11/2024,17/11/2024,1144570,Cecília Aragão,Em andamento,99.9,1.008480264774539,1.1681920812247437,Não
PROJ-0228,A certeza de realizar seus sonhos de maneira eficaz,30/06/2024,05/12/2024,28/11/2024,118737,Caio Cardoso,Em andamento,99.9,0.8720457847463996,1.0168034547805558,Não
PROJ-0229,O poder de avançar sem preocupação,08/04/2025,03/04/2026,26/03/2026,2766271,Pedro da Mota,Concluído,100.0,0.9579524654254784,0.9582189994186043,Não
PROJ-0230,A possibilidade de inovar direto da fonte,19/07/2024,02/09/2024,26/09/2024,842643,Srta. Maria Luiza Monteiro,Atrasado,84.34618049395175,0.8434618049395175,0.9818584185527692,Não
PROJ-0231,O poder de evoluir direto da fonte,22/10/2023,03/05/2024,14/05/2024,593468,Lucca Sousa,Em andamento,85.3665858485783,0.9455665589054958,1.2377232075592048,Não
PROJ-0232,O poder de mudar simplesmente,10/11/2024,05/07/2025,18/12/2025,1022442,Léo Aragão,Atrasado,89.73650044968325,0.8973650044968324,0.9915695253425789,Não
PROJ-0233,A segurança de mudar em estado puro,10/09/2024,10/08/2025,04/08/2025,2459575,Bella Fernandes,Em andamento,82.35166435368788,0.8894502895489282,1.1203524111241763,Não
PROJ-0234,A simplicidade de realizar seus sonhos em estado puro,21/04/2025,12/11/2025,26/10/2025,2015365,Sra. Isabela da Mata,Concluído,100.0,1.0170169686993187,0.9205798656641558,Não
PROJ-0235,O conforto de avançar antes de tudo,19/09/2024,09/03/2025,07/03/2025,2413283,Dr. Enrico Carvalho,Concluído,100.0,0.9592607529105981,0.980767694010395,Não
PROJ-0236,O prazer de realizar seus sonhos simplesmente,18/05/2025,20/03/2026,12/03/2026,928434,Sr. Gustavo Henrique Abreu,Em andamento,22.08928732709594,1.1221645415783363,1.1806476928124685,Não
PROJ-0237,A vantagem de evoluir de maneira eficaz,30/03/2025,26/12/2025,04/01/2026,4384014,Yago Caldeira,Em andamento,34.946041336250374,1.0022796297072976,1.018115627053594,Não
PROJ-0238,O poder de inovar simplesmente,23/03/2024,10/11/2024,15/11/2024,3130494,Erick Cassiano,Em andamento,99.9,1.116581772972967,0.8496179163578753,Não
PROJ-0239,A possibilidade de realizar seus sonhos em estado puro,29/07/2023,24/12/2023,12/12/2023,360341,Lívia da Luz,Em andamento,99.9,0.9815069921451448,0.9951871149606782,Sim
PROJ-0240,A liberdade de conseguir mais rapidamente,14/05/2025,23/09/2025,04/10/2025,549710,Maysa Ferreira,Concluído,100.0,0.9583253682888487,0.922172864088167,Não
PROJ-0241,A certeza de evoluir mais rapidamente,05/03/2024,13/10/2024,21/10/2024,3308917,Rhavi da Mota,Em andamento,87.14981986709694,0.9523148536850726,0.9052583783399157,Não
PROJ-0242,A segurança de evoluir sem preocupação,21/09/2023,08/05/2024,27/09/2024,821770,Antônio Vieira,Atrasado,75.51460691322987,0.7551460691322986,0.7503029746744667,Sim
PROJ-0243,A simplicidade de conseguir mais rapidamente,05/07/2025,18/09/2025,05/09/2025,1517333,Otávio Campos,Concluído,100.0,1.0935512545099244,1.0217015541963783,Não
PROJ-0244,O direito de avançar simplesmente,27/07/2023,08/09/2023,29/01/2024,675181,Maria Cecília Guerra,Atrasado,66.82182187572076,0.6682182187572075,0.9932497976032805,Não
PROJ-0245,A arte de conseguir mais rapidamente,11/08/2024,27/05/2025,02/11/2025,120406,Nicolas Machado,Atrasado,84.98746774349678,0.8498746774349678,0.8754947115838042,Não
PROJ-0246,O poder de realizar seus sonhos sem preocupação,22/03/2025,16/06/2025,06/04/2025,2098708,Benicio Machado,Cancelado,18.535164768105616,0.18535164768105616,0.8464184145865976,Não
PROJ-0247,O poder de conseguir mais facilmente,21/11/2024,31/03/2025,18/04/2025,2750848,Benício Costa,Em andamento,99.9,0.9045303696446347,1.041384588516873,Não
PROJ-0248,O direito de avançar mais facilmente,08/12/2024,25/05/2025,18/05/2025,2632049,Ana Pires,Em andamento,86.17815867223919,0.8571012985367398,0.8985991595816668,Sim
PROJ-0249,A segurança de inovar sem preocupação,28/04/2025,09/07/2025,07/08/2025,3337332,Mateus Nunes,Em andamento,99.9,1.0503038686509245,0.9465584358158998,Sim
PROJ-0250,O poder de conseguir com força total,14/08/2024,23/01/2025,15/06/2025,3103791,Dom Azevedo,Atrasado,83.62609312558277,0.8362609312558277,0.6718487665660055,Não
PROJ-0251,A possibilidade de evoluir com confiança,21/04/2025,05/04/2026,18/04/2026,3355417,Caio da Rosa,Em andamento,26.2174011462633,0.930606455604083,1.1646367508175481,Não
PROJ-0252,A vantagem de inovar com confiança,30/01/2024,25/10/2024,27/10/2024,2328154,Zoe Oliveira,Em andamento,99.9,0.8935376884760673,1.1639198085782294,Não
PROJ-0253,O poder de concretizar seus projetos de maneira eficaz,06/06/2025,19/01/2026,04/01/2026,892778,Luan Fernandes,Em andamento,16.2669896835132,0.9223022726770865,1.0781822848852232,Não
PROJ-0254,A simplicidade de conseguir de maneira eficaz,21/08/2023,22/04/2024,11/04/2024,4266030,Kevin Carvalho,Em andamento,99.8929614117603,0.8847623943501794,1.0156578381443007,Não
PROJ-0255,O conforto de atingir seus objetivos mais rapidamente,03/01/2025,12/12/2025,11/05/2025,4198464,Mariana Castro,Cancelado,37.594562459045136,0.6716111939298167,0.7401247884922308,Sim
PROJ-0256,A segurança de conseguir direto da fonte,05/11/2023,08/06/2024,27/06/2024,2589540,Srta. Eloah Aragão,Concluído,100.0,1.0773827176280804,1.0831071043618767,Não
PROJ-0257,A vantagem de mudar antes de tudo,11/06/2024,08/10/2024,25/10/2024,3551583,Leandro Rezende,Em andamento,99.9,0.9785232236454184,1.0620699856839333,Não
PROJ-0258,A possibilidade de atingir seus objetivos com força total,22/01/2025,25/03/2025,06/04/2025,2458627,Sarah Casa Grande,Em andamento,99.9,0.9770891826986012,1.1166613991356134,Não
PROJ-0259,A segurança de evoluir simplesmente,27/09/2024,28/10/2024,24/11/2024,4377392,Mariana Pastor,Em andamento,83.54268748458654,1.061500714005756,0.929881507825183,Não
PROJ-0260,O poder de ganhar direto da fonte,27/11/2023,03/03/2024,30/03/2024,3884108,Antony Azevedo,Em andamento,99.9,0.9353434802272191,1.0515283682054692,Sim
PROJ-0261,A certeza de realizar seus sonhos mais facilmente,18/03/2025,05/08/2025,28/08/2025,463532,Arthur Gabriel Abreu,Atrasado,73.93427162856977,0.8771862735593023,0.7003050636201718,Não
PROJ-0262,O prazer de evoluir naturalmente,02/05/2024,25/06/2024,11/06/2024,2365634,Maria Luiza Castro,Em andamento,91.87033473655043,0.9900311531966415,0.9086190947985546,Não
PROJ-0263,A possibilidade de avançar sem preocupação,28/05/2025,31/01/2026,23/02/2026,1285810,Sra. Mirella Pires,Em andamento,17.9374809113503,0.8657796219932464,1.0204519347984018,Não
PROJ-0264,A simplicidade de avançar mais facilmente,24/08/2023,28/04/2024,07/05/2024,4500879,Sra. Maria Clara da Mata,Em andamento,99.9,1.0660053064423824,0.9734101679059453,Sim
PROJ-0265,O conforto de ganhar em estado puro,03/06/2024,04/07/2024,02/07/2024,3410643,Mathias Nogueira,Em andamento,83.60391041344563,1.0412726725569184,0.9557994892291551,Não
PROJ-0266,O poder de evoluir em estado puro,10/12/2024,08/03/2025,31/07/2025,3037481,Maria Luiza Câmara,Atrasado,79.9477943098646,0.7994779430986461,0.9487867373143011,Não
PROJ-0267,A liberdade de evoluir de maneira eficaz,19/08/2023,24/07/2024,15/08/2024,4780515,Dr. Benjamim Machado,Em andamento,99.9,0.9061406685242828,0.9830135598770575,Sim
PROJ-0268,A simplicidade de avançar de maneira eficaz,06/06/2025,23/11/2025,14/12/2025,3576331,Davi Luiz Cirino,Em andamento,20.436262290655122,0.8798048021626237,1.1177814539409872,Não
PROJ-0269,A vantagem de evoluir em estado puro,21/07/2023,21/09/2023,22/09/2023,2331887,Laura Rocha,Em andamento,80.5600055081759,0.9807854850300838,1.1386956991768822,Sim
PROJ-0270,A liberdade de evoluir direto da fonte,17/04/2024,20/12/2024,27/11/2024,2881671,Sr. Marcelo Rodrigues,Concluído,100.0,1.0394207929555832,1.0489336791256394,Não
PROJ-0271,A possibilidade de evoluir mais rapidamente,30/09/2024,28/01/2025,03/03/2025,4840471,Srta. Hellena Vieira,Atrasado,82.12133686374146,0.8212133686374146,0.9897309818035591,Sim
PROJ-0272,A simplicidade de concretizar seus projetos em estado puro,28/01/2024,08/03/2024,03/07/2024,4163242,Nicole Alves,Atrasado,77.35425667984232,0.7735425667984233,0.8944768668194939,Não
PROJ-0273,A segurança de evoluir em estado puro,27/02/2025,06/10/2025,04/01/2026,75362,Dra. Helena Azevedo,Atrasado,45.17888201244631,0.7287980237044259,0.8439287929197564,Não
PROJ-0274,O prazer de conseguir com toda a tranquilidade,24/09/2023,20/04/2024,13/05/2024,4550873,Lívia Aragão,Em andamento,90.94974868891484,1.0109563451047827,1.1842557287765265,Sim
PROJ-0275,O conforto de concretizar seus projetos simplesmente,22/01/2024,02/01/2025,26/12/2024,2969074,Dra. Kamilly Azevedo,Concluído,100.0,1.0890998695191645,0.9882428450972099,Não
PROJ-0276,A certeza de avançar direto da fonte,22/10/2023,30/05/2024,09/09/2024,3680298,Matheus Carvalho,Atrasado,83.45333726861914,0.8345333726861913,0.9856616989462631,Não
PROJ-0277,O direito de atingir seus objetivos com força total,22/10/2024,14/04/2025,23/05/2025,4408866,Maria Helena da Luz,Atrasado,84.85297286718203,0.8485297286718203,0.8519509310910923,Não
PROJ-0278,A certeza de evoluir simplesmente,17/01/2025,23/07/2025,20/07/2025,281611,Sra. Lívia Costa,Em andamento,99.9,0.8954446641535451,0.9578249928840741,Não
PROJ-0279,A simplicidade de evoluir direto da fonte,24/04/2024,03/04/2025,18/04/2025,751656,Dra. Bárbara da Mata,Em andamento,99.9,0.8658278115731319,1.1206882913532796,Não
PROJ-0280,A segurança de conseguir mais facilmente,08/07/2025,17/11/2025,10/11/2025,1116985,Amanda Sales,Concluído,100.0,1.0801390908133448,1.1624170872377313,Não
PROJ-0281,A simplicidade de evoluir mais facilmente,23/07/2024,14/01/2025,07/02/2025,4942902,Emanuelly Siqueira,Em andamento,89.30892706350774,1.0347787101583352,0.9571363995194849,Não
PROJ-0282,O conforto de evoluir simplesmente,08/11/2023,22/04/2024,15/05/2024,2338061,Melina da Conceição,Em andamento,99.9,1.1226621662508869,0.9300426656265959,Não
PROJ-0283,O poder de avançar antes de tudo,29/12/2023,06/04/2024,10/04/2024,2777418,Srta. Cecília Castro,Em andamento,99.9,0.9462983907576884,0.9954152876972188,Sim
PROJ-0284,O prazer de evoluir com confiança,31/01/2025,29/06/2025,01/10/2025,3092029,Renan Aparecida,Atrasado,75.53728657164585,0.7553728657164585,0.74012917980373,Sim
PROJ-0285,O conforto de avançar com força total,08/12/2024,07/08/2025,17/09/2025,2856848,Dom das Neves,Atrasado,66.69645817118473,0.7403918751113167,0.7356395476199469,Não
PROJ-0286,O direito de concretizar seus projetos mais rapidamente,05/09/2023,08/10/2023,28/09/2023,922352,Sr. Luiz Fernando Mendonça,Em andamento,99.9,0.9094323708779161,0.937516348261758,Sim
PROJ-0287,A certeza de inovar com força total,07/10/2023,27/07/2024,23/08/2024,4277694,Maria Alice Carvalho,Em andamento,97.24458178052171,1.0049593234220784,0.9289542103269661,Sim
PROJ-0288,A vantagem de atingir seus objetivos com toda a tranquilidade,28/06/2024,22/10/2024,15/11/2024,2069640,Henry Gabriel Oliveira,Em andamento,91.05931962618445,1.0869217564269047,0.887924047353649,Não
PROJ-0289,O conforto de inovar naturalmente,05/05/2024,24/10/2024,16/11/2024,1671501,Diogo Silveira,Concluído,100.0,0.9841139241844987,0.9005513087634609,Não
PROJ-0290,O direito de concretizar seus projetos mais rapidamente,18/02/2025,21/01/2026,18/01/2026,4129531,Ana Julia Cassiano,Em andamento,44.38461309728115,0.8844233797029916,0.8562861256457376,Não
PROJ-0291,A liberdade de realizar seus sonhos simplesmente,03/02/2025,11/04/2025,07/05/2025,858210,Srta. Mariane Viana,Em andamento,99.9,0.9561867060026512,0.9311839176099164,Não
PROJ-0292,A liberdade de mudar com força total,02/09/2024,30/11/2024,12/12/2024,3444802,Daniela Viana,Concluído,100.0,0.9900646335117105,0.9503569727066741,Não
PROJ-0293,A segurança de inovar sem preocupação,08/11/2023,24/03/2024,02/05/2024,2302936,Sr. José Sales,Atrasado,63.180101527095836,0.6318010152709583,0.8538572841956124,Não
PROJ-0294,O prazer de avançar antes de tudo,30/07/2023,12/05/2024,12/05/2024,1890242,Anthony Freitas,Em andamento,94.44182263675015,0.997914777670299,1.2361788427234388,Não
PROJ-0295,O poder de realizar seus sonhos naturalmente,30/06/2025,02/03/2026,06/10/2025,2753678,Helena Aparecida,Cancelado,40.19343261450527,7.033850707538423,0.7943732781413794,Não
